년도,월,일,요일,일계,공휴일,평균기온,최저기온,최고기온,강수계속시간,일강수랑,현장학습
2012,01,16,월,"1,973",0,1,-5.1,7.8,0,0,0
2012,01,17,화,"1,878",0,2.8,0,8.2,0,0,0
2012,01,18,수,"2,142",0,1.4,-2.2,5.4,0,0,0
2012,01,19,목,"1,788",0,5.3,1.4,8.4,4.42,0.2,0
2012,01,20,금,"2,073",0,5.4,3.7,8.3,9.25,0.5,0
2012,01,21,토,"3,189",0,2.4,-2.6,5.7,2.33,0.1,0
2012,01,22,일,"1,924",1,-7.7,-11.6,-2.4,0,0,0
2012,01,23,월,"1,878",1,-9.6,-12.2,-5.3,0,0,0
2012,01,24,화,"2,555",1,-7.3,-11.8,-3.1,2.5,1.6,0
2012,01,25,수,"1,106",0,-8.2,-11.6,-5,0,0,0
2012,01,26,목,"1,645",0,-2.9,-8.5,1.8,0.13,0,0
2012,01,27,금,"1,829",0,-0.9,-4.4,4.9,0.17,0,0
2012,01,28,토,"5,521",0,-1.8,-6,3.1,0,0,0
2012,01,29,일,"6,051",0,-2.8,-5.5,1.6,0,0,0
2012,01,30,월,"1,337",0,-5.6,-8.8,-0.8,0,0,0
2012,01,31,화,"1,209",0,-4.7,-8.5,-0.3,6.42,3.9,0
2012,02,01,수,582,0,-12.8,-15.3,-8.1,0,0,0
2012,02,02,목,348,0,-13.7,-17.1,-9.5,0,0,0
2012,02,03,금,"1,594",0,-8.6,-14.5,-3.9,2.58,0.1,0
2012,02,04,토,"3,498",0,-3,-5.2,1,1.58,0.2,0
2012,02,05,일,"6,058",0,-0.9,-4.5,4.8,0,0,0
2012,02,06,월,"1,446",0,0.9,-3.2,7,2.58,0.2,0
2012,02,07,화,882,0,-8.7,-11.5,-0.1,0.42,0,0
2012,02,08,수,599,0,-8,-12.1,-3.8,0,0,0
2012,02,09,목,938,0,-4.5,-9,-0.5,0,0,0
2012,02,10,금,"1,429",0,-3.5,-6.9,1.7,2.08,0,0
2012,02,11,토,"4,820",0,-3.8,-9.2,0.8,0,0,0
2012,02,12,일,"9,463",0,-0.1,-5,4.8,0,0,0
2012,02,13,월,"5,650",0,3.1,0.2,8.4,0,0,0
2012,02,14,화,"3,273",0,3,-0.3,8.3,0,0,0
2012,02,15,수,"2,157",0,-1.3,-4.1,3,0,0,0
2012,02,16,목,"1,765",0,-2.8,-6.1,2.7,0,0,0
2012,02,17,금,"1,100",0,-6.4,-8.8,-2.9,0,0,0
2012,02,18,토,"2,676",0,-6.8,-9.6,-2.2,0,0,0
2012,02,19,일,"4,782",0,-4.4,-9.6,1.3,0,0,0
2012,02,20,월,"3,029",0,-0.2,-5.5,5.3,0,0,0
2012,02,21,화,"2,956",0,2.3,-0.9,5.5,0,0,0
2012,02,22,수,"3,710",0,5.8,-0.8,12.1,0,0,0
2012,02,23,목,"2,769",0,4.4,1.1,8.2,2.83,0.3,0
2012,02,24,금,"4,324",0,4.3,0.2,9.7,0,0,0
2012,02,25,토,"8,463",0,1.2,-2.3,5,0,0,0
2012,02,26,일,"8,523",0,-1.6,-4,3.2,0,0,0
2012,02,27,월,"3,608",0,-0.7,-5.9,5.2,0,0,0
2012,02,28,화,"4,370",0,2.1,-3.2,7.3,0,0,0
2012,02,29,수,"6,226",0,5.4,-1.5,11.8,0,0,0
2012,03,01,목,"44,840",1,8.7,4,14.6,0,0,72
2012,03,02,금,"1,821",0,6.9,5.2,9.5,7,0.3,108
2012,03,03,토,"28,016",0,6.9,2.7,12.9,0,0,3
2012,03,04,일,"19,505",0,6.2,3,9.7,2.75,0,0
2012,03,05,월,"1,100",0,5.3,3.1,8.5,11.58,7,45
2012,03,06,화,637,0,3,1.8,4.6,10.67,8.5,78
2012,03,07,수,"2,500",0,3,-0.2,7.7,0,0,99
2012,03,08,목,"1,949",0,2,-0.3,5.2,0,0,72
2012,03,09,금,"4,704",0,3.4,-2.1,9.1,0,0,108
2012,03,10,토,"18,714",0,3.9,1.3,8.9,0,0,3
2012,03,11,일,"6,452",0,-2.4,-4.6,1.3,1.17,0,0
2012,03,12,월,"1,241",0,-1.6,-5.7,3.2,0,0,45
2012,03,13,화,"2,326",0,1.7,-3.5,6.6,0,0,78
2012,03,14,수,"2,099",0,3.6,1.8,5.9,0.25,0,99
2012,03,15,목,"3,676",0,5.5,-1.7,11.8,0,0,72
2012,03,16,금,"1,860",0,8.1,5.7,12.9,7.08,4,108
2012,03,17,토,"23,242",0,10.4,6.8,16.1,4.33,2,3
2012,03,18,일,"32,991",0,6.9,2.2,11.5,0,0,0
2012,03,19,월,"1,990",0,2.8,-0.5,7.2,0,0,45
2012,03,20,화,"2,058",0,3.1,-1.9,8.3,0,0,78
2012,03,21,수,"2,904",0,4.3,-0.5,10.4,0,0,99
2012,03,22,목,"2,081",0,7.8,3.3,11.4,0.42,0,72
2012,03,23,금,"1,231",0,5,2.3,9.7,19.58,22,108
2012,03,24,토,"6,946",0,3.3,1.5,6.9,9.92,3.5,3
2012,03,25,일,"8,462",0,3.6,0.9,7.7,0,0,0
2012,03,26,월,"2,439",0,3.9,-0.2,8.7,0,0,45
2012,03,27,화,"3,288",0,6.4,1,10.9,0,0,78
2012,03,28,수,"4,041",0,10.1,6.4,15.8,0,0,99
2012,03,29,목,"4,420",0,11.6,5.9,16.2,1.83,0,72
2012,03,30,금,"2,694",0,9,5.8,11.9,4.83,0.1,108
2012,03,31,토,"16,077",0,5.4,2.5,10.1,0.08,0,3
2012,04,01,일,"17,488",0,4.6,0.6,9.4,0,0,0
2012,04,02,월,"1,739",0,8.3,3.5,14.1,10.33,22,510
2012,04,03,화,"1,051",0,4.9,1.1,9.4,13.33,35,884
2012,04,04,수,"4,274",0,7.2,2.2,12.8,0,0,1122
2012,04,05,목,"4,718",0,6.7,3.1,12.2,0,0,816
2012,04,06,금,"5,085",0,5.4,2.6,9.6,0,0,1224
2012,04,07,토,"19,488",0,5.9,0.6,12.4,0,0,34
2012,04,08,일,"34,139",0,11.3,4.6,17.6,0,0,0
2012,04,09,월,"7,192",0,15.4,10.7,22.4,0,0,510
2012,04,10,화,"3,823",0,13.7,11.5,16.9,11.42,10.5,884
2012,04,11,수,"26,040",0,12.2,9.1,17.4,8.58,3,1122
2012,04,12,목,"5,608",0,8.9,5.3,12.4,0,0,816
2012,04,13,금,"8,164",0,10.3,7.4,15.1,0,0,1224
2012,04,14,토,"44,200",0,10.5,5.9,16.4,0,0,34
2012,04,15,일,"54,060",0,13.4,6.9,21.7,0,0,0
2012,04,16,월,"8,494",0,11.9,7.2,17.9,0,0,510
2012,04,17,화,"14,044",0,13.6,7.5,19.7,0,0,884
2012,04,18,수,"13,682",0,15.2,9.2,21.3,0,0,1122
2012,04,19,목,"16,815",0,17,12.2,24.3,0,0,816
2012,04,20,금,"20,067",0,18.4,13.6,23.8,0,0,1224
2012,04,21,토,"2,712",0,11.4,9.5,16.3,16.17,47.5,34
2012,04,22,일,"2,237",0,9.4,7.9,12,21.5,9,0
2012,04,23,월,"9,313",0,12.9,9.1,17.3,2.08,0,510
2012,04,24,화,"18,945",0,19.7,12.2,26.6,0,0,884
2012,04,25,수,701,0,15.1,10.5,20.7,18.08,28,1122
2012,04,26,목,"12,742",0,11.9,8,16.8,3.67,2,816
2012,04,27,금,"18,126",0,15.2,7.8,22.3,0,0,1224
2012,04,28,토,"47,761",0,17,13.8,22.1,0,0,34
2012,04,29,일,"55,424",0,19.9,14,26.3,0,0,0
2012,04,30,월,"23,569",0,22.9,15.4,29.4,0,0,510
2012,05,01,화,"39,330",0,22.6,17.3,28.3,0,0,728
2012,05,02,수,"7,337",0,23.1,19,29.1,0.75,0.4,924
2012,05,03,목,"14,741",0,20,17,25.4,0.33,0.2,672
2012,05,04,금,"20,176",0,19.7,14.3,25.7,0,0,1008
2012,05,05,토,"65,214",1,18.8,13.5,24.9,0,0,28
2012,05,06,일,"26,618",0,18.1,13.1,24.1,0,0,0
2012,05,07,월,"7,122",0,18.5,12.2,24.9,0,0,420
2012,05,08,화,"6,714",0,20.8,14.2,28,0,0,728
2012,05,09,수,"10,484",0,20.7,15,27.4,0,0,924
2012,05,10,목,"12,853",0,20.1,15.5,26.6,0,0,672
2012,05,11,금,"16,390",0,16.2,13.2,19.2,0,0,1008
2012,05,12,토,"41,830",0,17.1,14.4,21.1,0,0,28
2012,05,13,일,"30,496",0,19.1,14.8,25.2,0,0,0
2012,05,14,월,"5,050",0,16.1,15.1,17.2,12.25,6.5,420
2012,05,15,화,"9,973",0,16.9,13,22.7,1.58,0,728
2012,05,16,수,"10,048",0,16.6,12.7,22,0.25,0,924
2012,05,17,목,"8,856",0,16.6,13.9,20.5,1.58,0.5,672
2012,05,18,금,"16,014",0,18.1,12,24.5,0,0,1008
2012,05,19,토,"35,780",0,19.5,13.1,25.8,0,0,28
2012,05,20,일,"32,067",0,21.3,14.5,28.7,0,0,0
2012,05,21,월,"9,871",0,23,17.2,28.9,0,0,420
2012,05,22,화,"9,685",0,23.3,17.8,29.3,0,0,728
2012,05,23,수,"11,842",0,22.1,18.3,27.8,0,0,924
2012,05,24,목,"8,096",0,19.7,17,24,0,0,672
2012,05,25,금,"15,412",0,20.5,16.2,26.6,0,0,1008
2012,05,26,토,"38,601",0,19.8,14.1,26.1,0,0,28
2012,05,27,일,"52,636",0,19.3,17.1,23.4,2.92,0.3,0
2012,05,28,월,"51,979",1,20.9,16.4,26,0.25,0.1,420
2012,05,29,화,"9,658",0,21.6,18.8,25.4,0,0,728
2012,05,30,수,"5,330",0,20.7,18.6,23.6,1.42,0,924
2012,05,31,목,"9,733",0,20.9,16.6,27.2,1,0.2,672
2012,06,01,금,"11,620",0,21.4,16.3,26.7,0,0,360
2012,06,02,토,"33,738",0,23.1,19.2,28.8,0,0,10
2012,06,03,일,"36,422",0,23.3,18,29.1,0,0,0
2012,06,04,월,"8,195",0,23.7,18.6,29.1,0,0,150
2012,06,05,화,"17,044",0,22.5,19.8,27.5,0.17,0,260
2012,06,06,수,"48,921",1,23,19.1,28.9,0,0,330
2012,06,07,목,"8,318",0,23,18.5,29.4,0,0,240
2012,06,08,금,"10,673",0,22.2,19,27.9,1.42,2,360
2012,06,09,토,"31,089",0,24.2,18.6,29.9,0,0,10
2012,06,10,일,"25,517",0,23.7,20.8,28.7,0,0,0
2012,06,11,월,"5,856",0,23.2,20.3,27.8,0,0,150
2012,06,12,화,"8,273",0,22.6,19,28.9,1.67,0.4,260
2012,06,13,수,"8,521",0,23.4,18.3,28.9,0,0,330
2012,06,14,목,"9,094",0,24.8,19.3,31.7,0,0,240
2012,06,15,금,"11,206",0,23.7,20.4,28,0,0,360
2012,06,16,토,"21,483",0,23.5,20.2,29.9,0,0,10
2012,06,17,일,"22,372",0,23.6,18.1,29.8,0,0,0
2012,06,18,월,"5,432",0,24.9,20.1,30.2,0,0,150
2012,06,19,화,"6,506",0,26,20.9,33.5,0,0,260
2012,06,20,수,"5,712",0,25.4,21.3,31.3,0,0,330
2012,06,21,목,"5,930",0,25.7,21.3,32.4,0,0,240
2012,06,22,금,"8,983",0,24.3,21.3,29.3,0.5,0,360
2012,06,23,토,"17,365",0,26.2,21.5,31.7,0,0,10
2012,06,24,일,"17,037",0,27.8,23.6,32.8,0,0,0
2012,06,25,월,"6,791",0,26.5,22.2,33.2,0,0,150
2012,06,26,화,"4,732",0,24.6,20.6,30.8,0,0,260
2012,06,27,수,"4,717",0,24.8,19.3,31,0,0,330
2012,06,28,목,"4,714",0,25.3,20.9,29.6,0,0,240
2012,06,29,금,"4,689",0,25.9,22,31,6.08,20,360
2012,06,30,토,"2,910",0,21.9,20.2,23.7,14.58,69.5,10
2012,07,01,일,"15,464",0,21.6,19.2,25.4,1.33,0,0
2012,07,02,월,"3,163",0,24,21.7,29.8,0,0,30
2012,07,03,화,"3,520",0,22.7,19.7,25.7,3.25,25,52
2012,07,04,수,"5,461",0,24.4,22.6,27.4,1.92,0.3,66
2012,07,05,목,961,0,22.7,20.9,24.6,15.25,72,48
2012,07,06,금,"4,206",0,20.9,19.9,21.8,18.33,102.5,72
2012,07,07,토,"15,030",0,24.8,18.5,31,0,0,2
2012,07,08,일,"13,563",0,25.8,21.4,30.7,0,0,0
2012,07,09,월,"3,116",0,26.3,21.9,32.3,0,0,30
2012,07,10,화,"3,217",0,25.9,21.7,29.1,5.17,6.5,52
2012,07,11,수,"8,969",0,23.3,21,26.5,10.5,8,66
2012,07,12,목,"4,469",0,24.7,21.1,28.5,2.58,0,48
2012,07,13,금,"2,655",0,26.1,21.8,29.3,5,76.5,72
2012,07,14,토,"5,660",0,22.8,20.4,26.2,10.83,8,2
2012,07,15,일,"1,946",0,19.7,19.1,20.5,23.75,32.5,0
2012,07,16,월,"4,417",0,21.7,19,25,7.25,2.5,30
2012,07,17,화,"3,600",0,25.5,21.6,29,1.33,0,52
2012,07,18,수,"1,755",0,26.3,24.7,28.4,5.5,6,66
2012,07,19,목,990,0,23.9,22.4,26.5,9.17,72.5,48
2012,07,20,금,"3,787",0,25.6,22.1,29.7,3.42,1,72
2012,07,21,토,"12,309",0,27.5,24.1,31.4,0,0,2
2012,07,22,일,"8,049",0,27.2,23.7,30.4,3.92,16.5,0
2012,07,23,월,"3,267",0,27.6,25.6,30.5,2.25,1,30
2012,07,24,화,"3,793",0,27.8,25.5,32.1,0,0,52
2012,07,25,수,"3,622",0,27.9,24.2,32.1,0,0,66
2012,07,26,목,"3,333",0,28.1,24.3,32.6,0,0,48
2012,07,27,금,"3,003",0,27.9,24.9,32.3,0,0,72
2012,07,28,토,"8,388",0,28.5,25.2,33.2,0,0,2
2012,07,29,일,"7,744",0,29.2,26.2,33.2,0.33,0,0
2012,07,30,월,"5,254",0,28.4,23,31.6,1.83,18,30
2012,07,31,화,"5,259",0,29,26.6,33,0.33,0.1,52
2012,08,01,수,"5,076",0,30.8,25.9,35.3,0,0,33
2012,08,02,목,"5,377",0,30.8,26.8,35.5,0,0,24
2012,08,03,금,"5,822",0,31.3,27.1,35.4,0,0,36
2012,08,04,토,"7,144",0,31.7,28.2,36.2,0,0,1
2012,08,05,일,"5,100",0,31.8,27.5,36.7,0,0,0
2012,08,06,월,"3,321",0,31.5,27.8,35.8,0,0,15
2012,08,07,화,"2,609",0,30.7,26.6,35,0,0,26
2012,08,08,수,"3,465",0,29.6,25.6,34.3,0,0,33
2012,08,09,목,"3,435",0,29.7,26.6,34.6,0,0,24
2012,08,10,금,"4,028",0,27.4,25.7,29,3.83,0.3,36
2012,08,11,토,"11,868",0,27.7,24,31.8,0,0,1
2012,08,12,일,"5,768",0,25.5,22.3,27.9,13,17,0
2012,08,13,월,"5,171",0,26.6,22.1,32.1,2.92,2,15
2012,08,14,화,"6,317",0,26.7,23.2,31.2,4.33,15.5,26
2012,08,15,수,"1,255",1,23.7,22.4,27.1,13.83,136.5,33
2012,08,16,목,"5,584",0,26,22.7,28.9,0,0,24
2012,08,17,금,"6,081",0,27.5,24.3,32.2,0.25,0,36
2012,08,18,토,"11,092",0,27.2,25.8,28.6,8.25,2,1
2012,08,19,일,"10,595",0,27.9,26.3,30.8,5.08,5,0
2012,08,20,월,"1,309",0,25.4,24,27.1,20.75,59.5,15
2012,08,21,화,"3,237",0,25.3,23.5,28.7,15.47,137,26
2012,08,22,수,"1,990",0,22,20.3,24.6,11.33,17,33
2012,08,23,목,"4,391",0,23,20.5,25.7,0.58,0.1,24
2012,08,24,금,"4,731",0,23.3,21.1,26.1,4.42,7.5,36
2012,08,25,토,"13,225",0,25,21.5,28.9,6.83,11.5,1
2012,08,26,일,"19,679",0,27.5,24.1,32.4,0.17,0,0
2012,08,27,월,"3,138",0,28.5,24.5,32.9,0,0,15
2012,08,28,화,500,0,26.1,21.8,29.4,14.75,13.5,26
2012,08,29,수,"2,895",0,25.7,21.7,29.1,3.25,6,33
2012,08,30,목,396,0,21.4,18.7,24.7,20.67,34.5,24
2012,08,31,금,"4,730",0,23.8,18.7,28.4,0,0,36
2012,09,01,토,"22,648",0,25.2,22.3,29.4,0,0,18
2012,09,02,일,"27,521",0,25,20.8,29.5,0,0,0
2012,09,03,월,"4,232",0,24.9,22.2,28.5,0,0,270
2012,09,04,화,"1,097",0,22,19.7,24.4,12.67,55.5,468
2012,09,05,수,"3,831",0,22.3,19.2,26.1,4.5,10.5,594
2012,09,06,목,"6,005",0,21.6,16,27.1,0,0,432
2012,09,07,금,"7,813",0,22.5,16.9,27.2,0.67,3,648
2012,09,08,토,"18,592",0,20.2,17.7,23.7,3.58,25,18
2012,09,09,일,"27,160",0,20.9,17.1,25,0,0,0
2012,09,10,월,"4,722",0,23.2,17.8,28.3,0,0,270
2012,09,11,화,"6,598",0,22.8,18.1,27.5,0,0,468
2012,09,12,수,"5,370",0,21.6,19.6,24.8,0.58,0.5,594
2012,09,13,목,"1,425",0,20,18.6,21.1,15.37,13.5,432
2012,09,14,금,"7,411",0,19.4,17.3,21.8,5.92,2,648
2012,09,15,토,"28,041",0,21,17,25.5,0,0,18
2012,09,16,일,"16,418",0,19.9,17.5,22.1,4.58,2.5,0
2012,09,17,월,209,0,17.3,16,18.4,18.92,85.5,270
2012,09,18,화,"3,912",0,20.9,17.7,24.6,0,0,468
2012,09,19,수,"6,314",0,20.6,17.7,25.2,0,0,594
2012,09,20,목,"9,048",0,20.1,15.6,24.7,0.25,0,432
2012,09,21,금,"10,436",0,20.1,17.2,24.3,0,0,648
2012,09,22,토,"32,344",0,20.7,15.2,26.4,0,0,18
2012,09,23,일,"36,857",0,21.2,16.4,26.6,0,0,0
2012,09,24,월,"6,126",0,21.5,16.1,27.5,0,0,270
2012,09,25,화,"6,571",0,21.8,16.9,27.8,0,0,468
2012,09,26,수,"5,674",0,21.3,17.5,25.4,0,0,594
2012,09,27,목,"8,493",0,20.3,17.7,23.6,0,0,432
2012,09,28,금,"6,679",0,18,15.4,22,3.92,13.5,648
2012,09,29,토,"14,455",1,16.4,14,19.8,0.5,0.5,18
2012,09,30,일,"21,976",1,16.2,12,21,0,0,0
2012,10,01,월,"52,926",1,18.1,12.5,24.6,0,0,495
2012,10,02,화,"50,986",1,19.3,14.3,24.9,0,0,858
2012,10,03,수,"52,395",1,19.9,15,26,0,0,1089
2012,10,04,목,"6,254",0,19,14.4,24.2,0,0,792
2012,10,05,금,"13,571",0,19,14.9,22.8,0,0,1188
2012,10,06,토,"29,019",0,19.6,16.1,24.5,0,0,33
2012,10,07,일,"33,572",0,19.2,15.1,24.4,0,0,0
2012,10,08,월,"8,644",0,18.4,14.6,23.4,0,0,495
2012,10,09,화,"11,344",0,17.6,13.8,22.4,0,0,858
2012,10,10,수,"5,187",0,15.7,12.6,20.3,2.18,13,1089
2012,10,11,목,"13,439",0,13.9,9.9,19,0,0,792
2012,10,12,금,"15,867",0,14.9,8.5,21.4,0,0,1188
2012,10,13,토,"33,248",0,16.4,11.3,23.1,0,0,33
2012,10,14,일,"38,420",0,16.3,12,21.8,0,0,0
2012,10,15,월,"7,833",0,14.8,10.3,21.8,0,0,495
2012,10,16,화,"12,867",0,17.1,10.8,23.4,0,0,858
2012,10,17,수,"7,694",0,12.6,8.1,17.6,7,2.5,1089
2012,10,18,목,"12,286",0,11.6,6,17,0,0,792
2012,10,19,금,"23,074",0,14.8,10.3,20.1,0,0,1188
2012,10,20,토,"38,388",0,15.8,10.5,21,0,0,33
2012,10,21,일,"42,638",0,18.3,15.4,23.7,0,0,0
2012,10,22,월,"1,337",0,13.4,8.5,17.1,10.83,39.5,495
2012,10,23,화,"8,223",0,10,4.5,14.5,0.67,0,858
2012,10,24,수,"9,842",0,13.2,9.5,18.4,0,0,1089
2012,10,25,목,"18,785",0,15.2,12.6,20,0,0,792
2012,10,26,금,"22,935",0,15.9,11.1,22.3,0,0,1188
2012,10,27,토,"3,409",0,14.3,12.5,16.4,17.5,44,33
2012,10,28,일,"41,557",0,14.3,10.8,18.8,0.42,0,0
2012,10,29,월,"7,544",0,11.7,8,16.7,0.5,0,495
2012,10,30,화,"8,773",0,8.6,5.8,12.4,0.75,0.1,858
2012,10,31,수,"5,983",0,6.9,2.8,11.6,1.03,0.2,1089
2012,11,01,목,"5,147",0,5.6,2.7,10,0,0,144
2012,11,02,금,"10,361",0,7.2,1.6,12.4,0,0,216
2012,11,03,토,"29,738",0,9.4,3.2,15.7,0,0,6
2012,11,04,일,"8,366",0,11.8,9.1,15.3,9.92,4,0
2012,11,05,월,"1,340",0,8.5,7.2,10.7,6.8,8,90
2012,11,06,화,"2,186",0,7.1,5.1,8.6,9.42,5,156
2012,11,07,수,"4,515",0,8.4,4.1,12.5,0,0,198
2012,11,08,목,"5,671",0,8.8,6,12.6,0,0,144
2012,11,09,금,"6,307",0,9.4,4.4,15,0,0,216
2012,11,10,토,"21,613",0,12,9.2,14.7,0,0,6
2012,11,11,일,"2,321",0,8.7,3.6,12,14.67,28,0
2012,11,12,월,"1,726",0,7.3,5.8,9.1,12.25,3,90
2012,11,13,화,"1,722",0,5.3,1.7,9.1,0.5,0,156
2012,11,14,수,"2,390",0,2.4,-0.6,6.7,0.58,0,198
2012,11,15,목,"3,092",0,4.2,-0.3,9.8,0,0,144
2012,11,16,금,"1,788",0,4.9,1,8.2,7.92,9.5,216
2012,11,17,토,"6,446",0,5.3,1.5,8,1.83,1.5,6
2012,11,18,일,"10,178",0,3.5,-0.5,8.4,0,0,0
2012,11,19,월,"2,433",0,3.4,-0.5,7.6,4.17,5.5,90
2012,11,20,화,"1,864",0,1.9,-1.8,6.4,0,0,156
2012,11,21,수,"3,177",0,4.1,-0.4,8.4,0,0,198
2012,11,22,목,"1,944",0,6.7,1.9,10.5,0.5,0.3,144
2012,11,23,금,"2,534",0,3.3,0.3,6.9,0,0,216
2012,11,24,토,"6,376",0,1.7,-1.8,6.7,0,0,6
2012,11,25,일,"6,467",0,3.4,-0.7,7.5,3.5,0.5,0
2012,11,26,월,"1,064",0,2.3,-1.2,5.1,7.08,1,90
2012,11,27,화,"1,656",0,2.1,-2.8,6.5,0,0,156
2012,11,28,수,981,0,5,-0.1,10.2,3.58,1,198
2012,11,29,목,"1,385",0,0.8,-1.9,4.7,0,0,144
2012,11,30,금,"1,582",0,1.7,-3,6.2,1,0.5,216
2012,12,01,토,"3,360",0,-0.9,-5.9,4,0,0,1
2012,12,02,일,"5,401",0,2.9,1,7.1,0,0,0
2012,12,03,월,776,0,1.7,-1.6,5,5.62,5.4,15
2012,12,04,화,"1,027",0,-3.3,-5.9,-0.1,0,0,26
2012,12,05,수,875,0,-3.8,-6.2,-0.8,5.47,5.8,33
2012,12,06,목,528,0,-6.3,-10.3,-2.9,1.67,0.1,24
2012,12,07,금,466,0,-4.5,-6.4,-2.4,11.33,1.9,36
2012,12,08,토,"1,052",0,-8.2,-11,-5.3,0,0,1
2012,12,09,일,"1,089",0,-10.5,-13.2,-7,0,0,0
2012,12,10,월,598,0,-8.3,-11.8,-4.6,0,0,15
2012,12,11,화,840,0,-6.5,-10.4,-0.8,0,0,26
2012,12,12,수,"1,237",0,-5,-9,0,0,0,33
2012,12,13,목,"1,141",0,-1.5,-6.2,3.4,0,0,24
2012,12,14,금,484,0,2.7,0.3,4.7,17.58,18.5,36
2012,12,15,토,"3,329",0,4.6,1.9,8.3,2.83,0.5,1
2012,12,16,일,"4,495",0,1.6,-1.2,4.3,0,0,0
2012,12,17,월,"1,780",0,-0.4,-4.7,3.2,0,0,15
2012,12,18,화,923,0,-6.8,-9.2,-4,0,0,26
2012,12,19,수,"1,508",0,-6.9,-10.4,-2.8,0,0,33
2012,12,20,목,969,0,-3.4,-7.8,0.3,0,0,24
2012,12,21,금,"1,051",0,-0.7,-1.9,0.8,4.75,1.8,36
2012,12,22,토,"2,352",0,-3,-5.9,-0.8,0,0,1
2012,12,23,일,"1,442",0,-8.9,-12.5,-5.9,0.75,0,0
2012,12,24,월,829,0,-8.8,-13.6,-4.5,1.03,0,15
2012,12,25,화,"2,288",1,-8.9,-13.7,-4.6,2.92,1,26
2012,12,26,수,575,0,-10.8,-14.5,-7,0,0,33
2012,12,27,목,987,0,-5.7,-11.3,-0.8,0,0,24
2012,12,28,금,841,0,-0.9,-3.5,1.5,1.67,0,36
2012,12,29,토,"2,204",0,-0.3,-1.9,0.6,12.75,4.1,1
2012,12,30,일,"1,686",0,-8.2,-10.7,0,2.83,2.3,0
2012,12,31,월,"1,049",0,-8.7,-11.6,-5,0,0,15
2013,01,01,화,"2,097",1,-4.7,-8.7,0,8.93,3.1,0
2013,01,02,수,673,0,-11.7,-15.1,-4.8,0,0,0
2013,01,03,목,451,0,-13.2,-16.4,-9.3,0,0,0
2013,01,04,금,616,0,-10.7,-14.8,-5.8,0,0,0
2013,01,05,토,"1,970",0,-7,-12.1,-1.2,0,0,0
2013,01,06,일,"2,957",0,-6.3,-9.4,-2,0,0,0
2013,01,07,월,"1,199",0,-5.1,-8.8,0.1,0,0,0
2013,01,08,화,"1,583",0,-4.6,-6.8,-0.7,0,0,0
2013,01,09,수,934,0,-9,-10.7,-6.4,0,0,0
2013,01,10,목,819,0,-8.3,-12.3,-3.6,0,0,0
2013,01,11,금,"1,276",0,-3.2,-7.9,1.4,0.5,0,0
2013,01,12,토,"4,165",0,0,-2.7,4.2,3.67,0.1,0
2013,01,13,일,"5,566",0,-0.5,-3,3.3,0,0,0
2013,01,14,월,"1,570",0,-2.1,-4.3,1.8,0,0,0
2013,01,15,화,"1,599",0,-2.1,-5.5,2,0,0,0
2013,01,16,수,"1,141",0,-2.6,-5.8,0.4,6.33,0.3,0
2013,01,17,목,"1,170",0,-5.8,-8.2,-2.5,0,0,0
2013,01,18,금,"1,248",0,-4.4,-9.2,0.2,0,0,0
2013,01,19,토,"5,815",0,0.5,-2.5,4.6,0,0,0
2013,01,20,일,"6,797",0,1.6,-2,4.1,0,0,0
2013,01,21,월,458,0,2.2,1.1,4,20.25,16.5,0
2013,01,22,화,"3,116",0,3.8,2,6,2.75,0.5,0
2013,01,23,수,863,0,1.8,1,3.8,12.67,1.5,0
2013,01,24,목,"1,298",0,-0.9,-6.7,2.4,2.17,0.1,0
2013,01,25,금,835,0,-9.1,-10.8,-6.5,0,0,0
2013,01,26,토,"1,856",0,-9.2,-11.9,-5.1,0,0,0
2013,01,27,일,"2,039",0,-7.3,-10.7,-3.9,0,0,0
2013,01,28,월,"1,275",0,-3.5,-8.9,0.2,0,0,0
2013,01,29,화,"1,464",0,2.2,-0.3,3.7,0.33,0,0
2013,01,30,수,"1,856",0,5.4,3.5,8.5,0,0,0
2013,01,31,목,"3,046",0,7.4,3.7,11.5,0.25,0,0
2013,02,01,금,350,0,7.3,3.7,9.3,15.67,46.5,0
2013,02,02,토,"5,473",0,-1.1,-4.5,3.7,0,0,0
2013,02,03,일,"2,677",0,-3.2,-5.8,-1.1,9.03,7.5,0
2013,02,04,월,"1,258",0,-0.8,-3.3,2.5,5.92,7.4,0
2013,02,05,화,"1,055",0,-0.6,-4,2.7,8.92,4.5,0
2013,02,06,수,"1,272",0,-1.5,-3.1,0.2,4.33,2.1,0
2013,02,07,목,425,0,-11.1,-13.8,-2.6,1.5,0,0
2013,02,08,금,377,0,-11.5,-15.8,-6.1,0,0,0
2013,02,09,토,896,1,-7.2,-12.3,-2.6,0,0,0
2013,02,10,일,"1,832",1,-4,-8.4,-0.5,3,1.2,0
2013,02,11,월,"3,447",1,-5.8,-10.4,-0.9,0,0,0
2013,02,12,화,"1,939",0,-3.8,-4.8,-1.9,0.25,0,0
2013,02,13,수,"1,834",0,-1.3,-6.3,2.9,0,0,0
2013,02,14,목,"2,150",0,1.1,-2.6,5.2,0,0,0
2013,02,15,금,"2,076",0,-1.2,-5.2,1.5,0,0,0
2013,02,16,토,"5,482",0,-2.6,-7,2.6,0,0,0
